,ticker,year,IT_lag,OR,IT_lag1,IT_lag2,IT_lag3,IT_lag4,IT_lag5
141,BKNG,2015,0.4283,0.3645,0.3438,,,,
142,BKNG,2016,0.4268,0.3447,0.4283,0.3438,,,
143,BKNG,2017,0.4069,0.3361,0.4268,0.4283,0.3438,,
144,BKNG,2018,0.3654,0.3478,0.4069,0.4268,0.4283,0.3438,
145,BKNG,2019,0.294,0.3873,0.3654,0.4069,0.4268,0.4283,0.3438
146,BKNG,2020,0.2792,0.3605,0.294,0.3654,0.4069,0.4268,0.4283
147,BKNG,2021,0.3233,0.3441,0.2792,0.294,0.3654,0.4069,0.4268
148,BKNG,2022,0.3882,0.2834,0.3233,0.2792,0.294,0.3654,0.4069
149,BKNG,2023,0.4494,0.2961,0.3882,0.3233,0.2792,0.294,0.3654
150,BMY,2014,0.1917,0.3227,,,,,
151,BMY,2015,0.2187,0.3159,0.1917,,,,
152,BMY,2016,0.1991,0.4904,0.2187,0.1917,,,
153,BMY,2017,0.388,0.4167,0.1991,0.2187,0.1917,,
154,BMY,2018,0.6147,0.3748,0.388,0.1991,0.2187,0.1917,
155,BMY,2019,0.4929,0.4161,0.6147,0.388,0.1991,0.2187,0.1917
156,BMY,2020,0.5963,0.2747,0.4929,0.6147,0.388,0.1991,0.2187
157,BMY,2021,0.61,0.3194,0.5963,0.4929,0.6147,0.388,0.1991
158,BMY,2022,0.6071,0.5008,0.61,0.5963,0.4929,0.6147,0.388
159,BMY,2023,0.6957,0.4861,0.6071,0.61,0.5963,0.4929,0.6147
160,BRK-B,2014,0.2604,0.4011,,,,,
161,BRK-B,2015,0.2401,0.5692,0.2604,,,,
162,BRK-B,2016,0.2333,0.3818,0.2401,0.2604,,,
163,BRK-B,2017,0.2282,0.3313,0.2333,0.2401,0.2604,,
164,BRK-B,2018,0.2672,0.4167,0.2282,0.2333,0.2401,0.2604,
165,BRK-B,2019,0.2607,0.4428,0.2672,0.2282,0.2333,0.2401,0.2604
166,BRK-B,2020,0.3225,0.5348,0.2607,0.2672,0.2282,0.2333,0.2401
167,BRK-B,2021,0.4921,0.4403,0.3225,0.2607,0.2672,0.2282,0.2333
168,BRK-B,2022,0.2495,0.4534,0.4921,0.3225,0.2607,0.2672,0.2282
169,BRK-B,2023,0.268,0.399,0.2495,0.4921,0.3225,0.2607,0.2672
170,BSX,2014,0.4612,0.1158,,,,,
171,BSX,2015,0.3825,0.2336,0.4612,,,,
172,BSX,2016,0.6343,0.4033,0.3825,0.4612,,,
173,BSX,2017,0.5882,0.4927,0.6343,0.3825,0.4612,,
174,BSX,2018,0.2323,0.5744,0.5882,0.6343,0.3825,0.4612,
175,BSX,2019,0.4082,0.4718,0.2323,0.5882,0.6343,0.3825,0.4612
176,BSX,2020,0.4664,0.3963,0.4082,0.2323,0.5882,0.6343,0.3825
177,BSX,2021,0.4674,0.5468,0.4664,0.4082,0.2323,0.5882,0.6343
178,BSX,2022,0.6029,0.3947,0.4674,0.4664,0.4082,0.2323,0.5882
179,BSX,2023,0.2621,0.3221,0.6029,0.4674,0.4664,0.4082,0.2323
180,BX,2014,0.3264,0.6965,,,,,
181,BX,2015,0.6132,0.5999,0.3264,,,,
182,BX,2016,0.6351,0.6504,0.6132,0.3264,,,
183,BX,2017,0.6777,0.6143,0.6351,0.6132,0.3264,,
184,BX,2018,0.5998,0.5955,0.6777,0.6351,0.6132,0.3264,
185,BX,2019,0.5104,0.7803,0.5998,0.6777,0.6351,0.6132,0.3264
186,BX,2020,0.3564,0.4471,0.5104,0.5998,0.6777,0.6351,0.6132
187,BX,2021,0.6086,0.479,0.3564,0.5104,0.5998,0.6777,0.6351
188,BX,2022,0.569,0.6313,0.6086,0.3564,0.5104,0.5998,0.6777
189,BX,2023,0.6551,0.6467,0.569,0.6086,0.3564,0.5104,0.5998
190,CB,2014,0.8275,0.4703,,,,,
191,CB,2015,0.7452,0.4477,0.8275,,,,
192,CB,2016,0.7375,0.4259,0.7452,0.8275,,,
193,CB,2017,0.7972,0.4232,0.7375,0.7452,0.8275,,
194,CB,2018,0.881,0.7534,0.7972,0.7375,0.7452,0.8275,
195,CB,2019,0.7936,0.4375,0.881,0.7972,0.7375,0.7452,0.8275
196,CB,2020,0.8383,0.4341,0.7936,0.881,0.7972,0.7375,0.7452
197,CB,2021,0.7878,0.5001,0.8383,0.7936,0.881,0.7972,0.7375
198,CB,2022,0.8186,0.4511,0.7878,0.8383,0.7936,0.881,0.7972
199,CB,2023,0.8211,0.6704,0.8186,0.7878,0.8383,0.7936,0.881
200,CMCSA,2014,0.4026,0.3013,,,,,
201,CMCSA,2015,0.324,0.4919,0.4026,,,,
202,CMCSA,2016,0.4027,0.5143,0.324,0.4026,,,
203,CMCSA,2017,0.413,0.5588,0.4027,0.324,0.4026,,
204,CMCSA,2018,0.3895,0.7603,0.413,0.4027,0.324,0.4026,
205,CMCSA,2019,0.355,0.7121,0.3895,0.413,0.4027,0.324,0.4026
206,CMCSA,2020,0.5181,0.446,0.355,0.3895,0.413,0.4027,0.324
207,CMCSA,2021,0.8382,0.6191,0.5181,0.355,0.3895,0.413,0.4027
208,CMCSA,2022,0.8048,0.5229,0.8382,0.5181,0.355,0.3895,0.413
209,CMCSA,2023,0.7121,0.7291,0.8048,0.8382,0.5181,0.355,0.3895
210,COST,2014,0.3428,0.2895,,,,,
211,COST,2015,0.3124,0.3323,0.3428,,,,
212,COST,2016,0.3153,0.2745,0.3124,0.3428,,,
213,COST,2017,0.3819,0.3037,0.3153,0.3124,0.3428,,
214,COST,2018,0.3436,0.3186,0.3819,0.3153,0.3124,0.3428,
215,COST,2019,0.2745,0.366,0.3436,0.3819,0.3153,0.3124,0.3428
216,COST,2020,0.2575,0.3838,0.2745,0.3436,0.3819,0.3153,0.3124
217,COST,2021,0.3608,0.3546,0.2575,0.2745,0.3436,0.3819,0.3153
218,COST,2022,0.3032,0.3572,0.3608,0.2575,0.2745,0.3436,0.3819
219,COST,2023,0.317,0.5754,0.3032,0.3608,0.2575,0.2745,0.3436
220,CRM,2014,0.4963,0.3093,,,,,
221,CRM,2015,0.5113,0.3181,0.4963,,,,
222,CRM,2016,0.5084,0.3523,0.5113,0.4963,,,
223,CRM,2017,0.5295,0.3051,0.5084,0.5113,0.4963,,
224,CRM,2018,0.5651,0.396,0.5295,0.5084,0.5113,0.4963,
225,CRM,2019,0.4734,0.4079,0.5651,0.5295,0.5084,0.5113,0.4963
226,CRM,2020,0.4759,0.4349,0.4734,0.5651,0.5295,0.5084,0.5113
227,CRM,2021,0.4819,0.3482,0.4759,0.4734,0.5651,0.5295,0.5084
228,CRM,2022,0.5416,0.572,0.4819,0.4759,0.4734,0.5651,0.5295
229,CRM,2023,0.4939,0.572,0.5416,0.4819,0.4759,0.4734,0.5651
230,CSCO,2014,0.5703,0.3059,,,,,
231,CSCO,2015,0.517,0.3875,0.5703,,,,
232,CSCO,2016,0.6136,0.3213,0.517,0.5703,,,
233,CSCO,2017,0.4574,0.294,0.6136,0.517,0.5703,,
234,CSCO,2018,0.4902,0.7425,0.4574,0.6136,0.517,0.5703,
235,CSCO,2019,0.5378,0.3317,0.4902,0.4574,0.6136,0.517,0.5703
236,CSCO,2020,0.4796,0.5491,0.5378,0.4902,0.4574,0.6136,0.517
237,CSCO,2021,0.6162,0.5527,0.4796,0.5378,0.4902,0.4574,0.6136
238,CSCO,2022,0.5255,0.4278,0.6162,0.4796,0.5378,0.4902,0.4574
239,CSCO,2023,0.492,0.3889,0.5255,0.6162,0.4796,0.5378,0.4902
240,DHR,2014,0.4798,0.4253,,,,,
241,DHR,2015,0.3925,0.4983,0.4798,,,,
242,DHR,2016,0.4524,0.5039,0.3925,0.4798,,,
243,DHR,2017,0.3802,0.2908,0.4524,0.3925,0.4798,,
244,DHR,2018,0.3561,0.5839,0.3802,0.4524,0.3925,0.4798,
245,DHR,2019,0.4311,0.3703,0.3561,0.3802,0.4524,0.3925,0.4798
246,DHR,2020,0.3808,0.4527,0.4311,0.3561,0.3802,0.4524,0.3925
247,DHR,2021,0.3572,0.4442,0.3808,0.4311,0.3561,0.3802,0.4524
248,DHR,2022,0.3175,0.6841,0.3572,0.3808,0.4311,0.3561,0.3802
249,DHR,2023,0.3409,0.5524,0.3175,0.3572,0.3808,0.4311,0.3561
250,FI,2014,0.5404,0.3336,,,,,
251,FI,2015,0.5502,0.4179,0.5404,,,,
252,FI,2016,0.5257,0.4666,0.5502,0.5404,,,
253,FI,2017,0.4922,0.602,0.5257,0.5502,0.5404,,
254,FI,2018,0.5489,0.4047,0.4922,0.5257,0.5502,0.5404,
255,FI,2019,0.6198,0.396,0.5489,0.4922,0.5257,0.5502,0.5404
256,FI,2020,0.5142,0.3635,0.6198,0.5489,0.4922,0.5257,0.5502
257,FI,2021,0.5108,0.6237,0.5142,0.6198,0.5489,0.4922,0.5257
258,FI,2022,0.4631,0.5622,0.5108,0.5142,0.6198,0.5489,0.4922
259,FI,2023,0.556,0.3709,0.4631,0.5108,0.5142,0.6198,0.5489
260,GILD,2014,0.6069,0.507,,,,,
261,GILD,2015,0.5929,0.353,0.6069,,,,
262,GILD,2016,0.4121,0.4424,0.5929,0.6069,,,
263,GILD,2017,0.3899,0.3803,0.4121,0.5929,0.6069,,
264,GILD,2018,0.4409,0.4371,0.3899,0.4121,0.5929,0.6069,
265,GILD,2019,0.4008,0.5145,0.4409,0.3899,0.4121,0.5929,0.6069
266,GILD,2020,0.6983,0.2534,0.4008,0.4409,0.3899,0.4121,0.5929
267,GILD,2021,0.4767,0.5947,0.6983,0.4008,0.4409,0.3899,0.4121
268,GILD,2022,0.3551,0.5377,0.4767,0.6983,0.4008,0.4409,0.3899
269,GILD,2023,0.4358,0.5256,0.3551,0.4767,0.6983,0.4008,0.4409
270,GOOGL,2014,0.3417,0.2942,,,,,
271,GOOGL,2015,0.3668,0.3351,0.3417,,,,
272,GOOGL,2016,0.271,0.2659,0.3668,0.3417,,,
273,GOOGL,2017,0.3881,0.2999,0.271,0.3668,0.3417,,
274,GOOGL,2018,0.2748,0.2324,0.3881,0.271,0.3668,0.3417,
275,GOOGL,2019,0.2293,0.2553,0.2748,0.3881,0.271,0.3668,0.3417
276,GOOGL,2020,0.3861,0.4008,0.2293,0.2748,0.3881,0.271,0.3668
277,GOOGL,2021,0.3177,0.6685,0.3861,0.2293,0.2748,0.3881,0.271
278,GOOGL,2022,0.4347,0.3587,0.3177,0.3861,0.2293,0.2748,0.3881
279,GOOGL,2023,0.4634,0.3137,0.4347,0.3177,0.3861,0.2293,0.2748
280,GS,2014,0.4916,0.597,,,,,
281,GS,2015,0.8516,0.6618,0.4916,,,,
282,GS,2016,0.6125,0.5981,0.8516,0.4916,,,
283,GS,2017,0.5118,0.505,0.6125,0.8516,0.4916,,
284,GS,2018,0.8094,0.7498,0.5118,0.6125,0.8516,0.4916,
285,GS,2019,0.7589,0.7782,0.8094,0.5118,0.6125,0.8516,0.4916
286,GS,2020,0.5774,0.5595,0.7589,0.8094,0.5118,0.6125,0.8516
287,GS,2021,0.757,0.643,0.5774,0.7589,0.8094,0.5118,0.6125
288,GS,2022,0.8054,0.6259,0.757,0.5774,0.7589,0.8094,0.5118
289,GS,2023,0.6519,0.5807,0.8054,0.757,0.5774,0.7589,0.8094
290,HD,2014,0.3948,0.5961,,,,,
291,HD,2015,0.3361,0.4032,0.3948,,,,
292,HD,2016,0.3812,0.5219,0.3361,0.3948,,,
293,HD,2017,0.314,0.4999,0.3812,0.3361,0.3948,,
294,HD,2018,0.4276,0.326,0.314,0.3812,0.3361,0.3948,
295,HD,2019,0.3201,0.3848,0.4276,0.314,0.3812,0.3361,0.3948
296,HD,2020,0.3376,0.3816,0.3201,0.4276,0.314,0.3812,0.3361
297,HD,2021,0.3664,0.508,0.3376,0.3201,0.4276,0.314,0.3812
298,HD,2022,0.3289,0.5468,0.3664,0.3376,0.3201,0.4276,0.314
299,HD,2023,0.3863,0.347,0.3289,0.3664,0.3376,0.3201,0.4276
300,INTU,2014,0.5868,0.4831,,,,,
301,INTU,2015,0.521,0.3557,0.5868,,,,
302,INTU,2016,0.5523,0.3704,0.521,0.5868,,,
303,INTU,2017,0.5541,0.5159,0.5523,0.521,0.5868,,
304,INTU,2018,0.5111,0.6414,0.5541,0.5523,0.521,0.5868,
305,INTU,2019,0.4829,0.5168,0.5111,0.5541,0.5523,0.521,0.5868
306,INTU,2020,0.485,0.4421,0.4829,0.5111,0.5541,0.5523,0.521
307,INTU,2021,0.4441,0.5049,0.485,0.4829,0.5111,0.5541,0.5523
308,INTU,2022,0.5277,0.7006,0.4441,0.485,0.4829,0.5111,0.5541
309,INTU,2023,0.5442,0.4329,0.5277,0.4441,0.485,0.4829,0.5111
310,ISRG,2014,0.2692,0.392,,,,,
311,ISRG,2015,0.1949,0.1428,0.2692,,,,
312,ISRG,2016,0.1915,0.1006,0.1949,0.2692,,,
313,ISRG,2017,0.5019,0.1169,0.1915,0.1949,0.2692,,
314,ISRG,2018,0.4076,0.1426,0.5019,0.1915,0.1949,0.2692,
315,ISRG,2019,0.4286,0.1502,0.4076,0.5019,0.1915,0.1949,0.2692
316,ISRG,2020,0.484,0.4466,0.4286,0.4076,0.5019,0.1915,0.1949
317,ISRG,2021,0.227,0.4451,0.484,0.4286,0.4076,0.5019,0.1915
318,ISRG,2022,0.2054,0.2124,0.227,0.484,0.4286,0.4076,0.5019
319,ISRG,2023,0.3903,0.2906,0.2054,0.227,0.484,0.4286,0.4076
320,KKR,2014,0.3509,0.3389,,,,,
321,KKR,2015,0.5649,0.7503,0.3509,,,,
322,KKR,2016,0.2739,0.5938,0.5649,0.3509,,,
323,KKR,2017,0.3502,0.7798,0.2739,0.5649,0.3509,,
324,KKR,2018,0.3731,0.4633,0.3502,0.2739,0.5649,0.3509,
325,KKR,2019,0.6613,0.4175,0.3731,0.3502,0.2739,0.5649,0.3509
326,KKR,2020,0.5708,0.3818,0.6613,0.3731,0.3502,0.2739,0.5649
327,KKR,2021,0.5395,0.3826,0.5708,0.6613,0.3731,0.3502,0.2739
328,KKR,2022,0.5332,0.5333,0.5395,0.5708,0.6613,0.3731,0.3502
329,KKR,2023,0.6844,0.7277,0.5332,0.5395,0.5708,0.6613,0.3731
330,KO,2014,0.3877,0.3188,,,,,
331,KO,2015,0.4499,0.4928,0.3877,,,,
332,KO,2016,0.4959,0.4105,0.4499,0.3877,,,
333,KO,2017,0.5659,0.5076,0.4959,0.4499,0.3877,,
334,KO,2018,0.4804,0.3737,0.5659,0.4959,0.4499,0.3877,
335,KO,2019,0.297,0.3718,0.4804,0.5659,0.4959,0.4499,0.3877
336,KO,2020,0.4394,0.4402,0.297,0.4804,0.5659,0.4959,0.4499
337,KO,2021,0.4072,0.4489,0.4394,0.297,0.4804,0.5659,0.4959
338,KO,2022,0.4559,0.5868,0.4072,0.4394,0.297,0.4804,0.5659
339,KO,2023,0.3066,0.4188,0.4559,0.4072,0.4394,0.297,0.4804
340,LLY,2014,0.1996,0.1966,,,,,
341,LLY,2015,0.2715,0.3637,0.1996,,,,
342,LLY,2016,0.2746,0.4524,0.2715,0.1996,,,
343,LLY,2017,0.6976,0.6169,0.2746,0.2715,0.1996,,
344,LLY,2018,0.7792,0.1966,0.6976,0.2746,0.2715,0.1996,
345,LLY,2019,0.7305,0.234,0.7792,0.6976,0.2746,0.2715,0.1996
346,LLY,2020,0.7489,0.3918,0.7305,0.7792,0.6976,0.2746,0.2715
347,LLY,2021,0.6616,0.2655,0.7489,0.7305,0.7792,0.6976,0.2746
348,LLY,2022,0.2505,0.2948,0.6616,0.7489,0.7305,0.7792,0.6976
349,LLY,2023,0.6524,0.2525,0.2505,0.6616,0.7489,0.7305,0.7792
350,LMT,2014,0.5341,0.3539,,,,,
351,LMT,2015,0.5143,0.3837,0.5341,,,,
352,LMT,2016,0.3978,0.3654,0.5143,0.5341,,,
353,LMT,2017,0.448,0.3502,0.3978,0.5143,0.5341,,
354,LMT,2018,0.6607,0.3241,0.448,0.3978,0.5143,0.5341,
355,LMT,2019,0.6012,0.3913,0.6607,0.448,0.3978,0.5143,0.5341
356,LMT,2020,0.5244,0.3857,0.6012,0.6607,0.448,0.3978,0.5143
357,LMT,2021,0.5126,0.3944,0.5244,0.6012,0.6607,0.448,0.3978
358,LMT,2022,0.4676,0.5811,0.5126,0.5244,0.6012,0.6607,0.448
359,LMT,2023,0.4882,0.4117,0.4676,0.5126,0.5244,0.6012,0.6607
360,LOW,2014,0.3366,0.2967,,,,,
361,LOW,2015,0.3109,0.2556,0.3366,,,,
362,LOW,2016,0.3084,0.2123,0.3109,0.3366,,,
363,LOW,2017,0.3257,0.277,0.3084,0.3109,0.3366,,
364,LOW,2018,0.5034,0.2923,0.3257,0.3084,0.3109,0.3366,
365,LOW,2019,0.2772,0.6966,0.5034,0.3257,0.3084,0.3109,0.3366
366,LOW,2020,0.5563,0.3577,0.2772,0.5034,0.3257,0.3084,0.3109
367,LOW,2021,0.3312,0.2938,0.5563,0.2772,0.5034,0.3257,0.3084
368,LOW,2022,0.3337,0.2662,0.3312,0.5563,0.2772,0.5034,0.3257
